resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"QA engineer with 5 years of experience in test automation and quality assurance for web and mobile applications. Strong advocate for shift-left testing. Skills: Selenium, Appium, Java, TestNG, Postman, REST API Testing, JIRA, CI/CD, SQL, Performance Testing. QA Engineer, TestLabs (2020-present): Built automation framework from scratch covering 80% regression suite, reduced testing cycle from 5 days to 1 day. Junior QA, BugFree (2019-2020): Manual testing for web apps. Education: B.Tech IT, VIT Chennai.","Senior QA Engineer at a SaaS platform company. Required skills: Selenium, Java or Python, TestNG, API testing, CI/CD integration, performance testing, JIRA. Responsibilities: design and maintain automation framework, drive QA strategy, mentor junior testers, integrate tests into pipeline, ensure release quality. Preferred: mobile testing experience, ISTQB certification.",0.89,high,high,73,47
"Content strategist with 8 years of experience building content programs for B2B SaaS companies. Expert in thought leadership, SEO content, and lead generation. Skills: Content Strategy, SEO, Copywriting, HubSpot, Marketing Automation, LinkedIn, Long-form Content, Editorial Planning, Analytics, Team Management. Content Lead, SaaSContent (2019-present): Built content team from 0 to 6, grew organic leads by 120%, published weekly industry reports. Content Manager, GrowthWords (2016-2019): Managed blog and email program. Education: MA English, JNU Delhi.","Content Marketing Lead at a B2B technology company. Required skills: content strategy, SEO, copywriting, HubSpot, marketing automation, analytics, thought leadership content, team leadership. Responsibilities: develop and execute content strategy, manage editorial calendar, lead team of writers, optimize for SEO, report on content-driven pipeline. Preferred: B2B SaaS experience, familiarity with ABM strategy.",0.91,high,high,73,51
"Risk analyst with 6 years of experience in credit risk modeling and portfolio management at retail banking institutions. Skilled in regulatory compliance and stress testing. Skills: Credit Risk, Python, SAS, SQL, Risk Modeling, Stress Testing, Basel III, Excel, VBA, Portfolio Analysis. Senior Risk Analyst, NationalBank (2020-present): Built PD model improving accuracy by 15%, led ICAAP submission, managed $500M credit portfolio analytics. Risk Analyst, BankTrust (2018-2020): Supported credit scoring model development. Education: M.Sc Economics, DSE Delhi.","Credit Risk Manager at a large private sector bank. Required skills: credit risk, Python or SAS, SQL, risk modeling, Basel III, stress testing, portfolio management, stakeholder management. Responsibilities: develop and validate credit risk models, oversee risk reporting, present to risk committee, ensure regulatory compliance, manage team of analysts. Preferred: FRM certification, AIRB model experience.",0.9,high,high,75,54
"iOS developer with 3 years of experience building consumer apps in Swift. Good understanding of UIKit and SwiftUI. Skills: Swift, UIKit, SwiftUI, Xcode, REST APIs, Git, Firebase, Core Data, TestFlight, Push Notifications. Developer, AppStudio (2022-present): Shipped 2 lifestyle apps on App Store, built push notification system. Intern, MobileLabs (2021-2022): Implemented UI screens. Education: B.Tech CS, RVCE Bangalore.","Senior Android Developer at a fintech company. Required skills: Kotlin, Android SDK, Jetpack Compose, MVVM, Retrofit, Firebase, biometric authentication, security libraries. Responsibilities: build Android features for payments app, ensure security best practices, optimize performance, collaborate with backend and design teams. Preferred: 5+ years Android experience, prior fintech or banking app background.",0.5,medium,medium,57,51
"Sales development representative with 2 years of experience in outbound prospecting and pipeline building for SaaS companies. High-energy and target-focused. Skills: Cold Calling, Email Prospecting, Salesforce, LinkedIn Sales Navigator, Lead Qualification, CRM, Demo Scheduling, Objection Handling, Market Research. SDR, CloudSaaS (2023-present): Booked 30 qualified demos/month, exceeded target by 20%. Intern, SalesFunnel (2022-2023): Supported marketing and sales alignment. Education: BBA, Mithibai College Mumbai.","Regional Sales Manager at an enterprise HR tech company. Required skills: enterprise sales, team leadership, CRM, revenue forecasting, strategic accounts, executive engagement, large deal management. Responsibilities: lead regional team of 10, own $15M annual target, build C-suite relationships, develop strategic account plans. Preferred: 8+ years in B2B sales, prior experience selling to CHRO or CFO.",0.42,medium,medium,62,55
"Physical therapist with 5 years of experience in orthopedic rehabilitation and sports injury recovery. Strong in patient assessment and therapeutic exercise. Skills: Physical Therapy, Orthopedic Rehabilitation, Patient Assessment, Exercise Prescription, Manual Therapy, EMR, Sports Injuries, Team Coordination, Patient Education, CPR. Therapist, RehabCentre (2020-present): Managed caseload of 30 patients/day, achieved 90% recovery milestone compliance rate. Junior PT, SportsCare (2019-2020): Assisted with athlete rehabilitation. Education: B.PT, Kasturba Medical College.","Healthcare Data Analyst at a hospital. Required skills: SQL, Python, Tableau, EHR, clinical data analysis, healthcare operations, statistics, reporting. Responsibilities: analyze patient and operational data, build dashboards for clinical teams, support accreditation processes. Preferred: clinical domain knowledge is a plus.",0.53,medium,medium,67,40
"Graphic designer with 5 years of experience in brand identity and print design. Strong portfolio across startups and agencies. Skills: Adobe Illustrator, Photoshop, InDesign, Branding, Print Design, Typography, Layout, Logo Design, Client Presentations, Canva. Designer, BrandWorks (2020-present): Designed identities for 40+ brands, managed 3 clients simultaneously. Junior Designer, CreativeCo (2019-2020): Assisted with packaging and collateral. Education: B.Des Graphic Design, Pearl Academy.","UI/UX Designer at a B2B SaaS company. Required skills: Figma, UX research, prototyping, interaction design, design systems, wireframing, usability testing, user flows. Responsibilities: design product interfaces, build design system, conduct user research, collaborate with PMs and engineers. Preferred: product design background, experience in B2B tools.",0.55,medium,medium,61,45
"Data warehouse engineer with 4 years of experience managing reporting infrastructure using SQL Server and SSAS. Skilled in OLAP and reporting. Skills: SQL Server, SSAS, SSRS, SSIS, T-SQL, Excel, Power BI, Data Modeling, ETL, Report Design. Engineer, ReportingCo (2021-present): Maintained DWH for 15 business units, optimized 50+ slow queries. Analyst, AnalyticsHub (2020-2021): Built SSRS reports. Education: B.Sc CS, Fergusson College Pune.","Data Engineer at a modern data stack company. Required skills: Python, dbt, Snowflake or BigQuery, Airflow, Kafka, Spark, data modeling, Git. Responsibilities: build cloud-native data pipelines, migrate from legacy DWH, collaborate with analysts, implement data quality checks. Preferred: experience with Fivetran or Airbyte, prior cloud DWH migration.",0.57,medium,medium,61,47
"Junior finance analyst with 1.5 years of experience in MIS reporting and monthly close support. Organized and detail-oriented. Skills: Excel, Tally, MIS Reporting, Budgeting Support, Reconciliation, PowerPoint, SAP Basics, Data Entry, Communication. Analyst, FinanceFirm (2023-present): Prepared MIS packs for 5 business units, assisted in month-end close. Intern, AuditCo (2022-2023): Supported audit procedures. Education: B.Com Hons, St. Xavier's Mumbai.","Investment Banking Analyst at a mid-market advisory firm. Required skills: financial modeling, DCF, LBO, M&A analysis, Excel, PowerPoint, pitch deck creation, Bloomberg, CapIQ. Responsibilities: build financial models, support M&A transactions, prepare client presentations, conduct industry research. Preferred: CA or MBA from top institute, prior IB internship.",0.45,medium,medium,58,46
"Technical writer with 4 years of experience creating API documentation and developer guides for software products. Comfortable working in engineering environments. Skills: Technical Writing, API Documentation, Markdown, Confluence, JIRA, Git, Swagger, REST APIs, Docs-as-Code, Information Architecture. Writer, DevDocs (2021-present): Maintained documentation for 3 products, reduced support tickets by 20% through better docs. Junior Writer, DocuBase (2020-2021): Wrote user guides. Education: B.Tech CS, UPES Dehradun.","Business Analyst at a SaaS startup. Required skills: requirements gathering, process mapping, SQL, Agile, stakeholder management, documentation, JIRA, wireframing. Responsibilities: gather business requirements, document workflows, liaise between business and tech, support sprint planning. Preferred: experience in SaaS domain, familiarity with Figma.",0.6,medium,medium,64,41
